Analysis,Lithology (Name given by cited author),Lithology (Lithology Code see explanati...),Description (Data Type),Reference,Th [mg/kg],U [mg/kg],La [mg/kg],Ce [mg/kg],Pr [mg/kg],Sr [mg/kg],Nd [mg/kg],Sm [mg/kg],Eu [mg/kg],Gd [mg/kg],Tb [mg/kg],Dy [mg/kg],Y [mg/kg],Ho [mg/kg],Er [mg/kg],Tm [mg/kg],Yb [mg/kg],Lu [mg/kg],Mn [mg/kg],Ba [mg/kg],Sm norm,Eu norm,Gd norm,Tb norm,Eu norm (Anom Arithmetic),Eu norm (EuAnom Shields and Stille (2...),Eu norm (EuAnom Lawrence and Kamber (2...),LREE norm (La-Nd),Sr/Y,Imputed_Tb,Imputed_Dy,Imputed_Tm,Imputed_Y,Imputed_Ho,Imputed_Nd,Imputed_Er,Imputed_La,Imputed_Pr,Imputed_Sm,Imputed_Gd,Imputed_Yb,Imputed_Lu
459-12-7,Gabbro,IM,Spot,Mao et al. 2016,1.112339271,0.903304329,157.1156439,610.0370756,108.4694457,193.2235088,634.6066347,193.738062,32.37225504,255.9768551,,217.0165773,1157.227547,,,,62.76323707,8.715590042,347.1534386,,1309,575,1286.3,,0.443,0.443,,1510,0.167,NA,217.0165773,NA,1157.227547,NA,634.6066347,NA,157.1156439,108.4694457,193.738062,255.9768551,62.76323707,8.715590042
459-12-8,Gabbro,IM,Spot,Mao et al. 2016,1.698953431,1.068523899,185.5461737,672.842367,121.990597,198.6551145,658.250532,199.1994653,36.44157593,249.6195816,,203.3322928,1077.692984,,,,61.08151771,7.778770082,395.7553642,,1345.9,647.3,1254.4,,0.498,0.498,,1639,0.184,NA,203.3322928,NA,1077.692984,NA,658.250532,NA,185.5461737,121.990597,199.1994653,249.6195816,61.08151771,7.778770082
459-12-9,Gabbro,IM,Spot,Mao et al. 2016,1.451957586,1.022697934,181.8533638,670.0396145,120.5388887,183.4170358,660.6620583,202.94677,30.76027155,256.2924234,,211.6748223,1136.442813,,,,62.88328502,8.014096311,361.741079,,1371.3,546.4,1287.9,,0.411,0.411,,1633,0.161,NA,211.6748223,NA,1136.442813,NA,660.6620583,NA,181.8533638,120.5388887,202.94677,256.2924234,62.88328502,8.014096311
459-12-10,Gabbro,IM,Spot,Mao et al. 2016,1.64080825,0.938536935,187.8043766,673.0192441,119.2101217,204.2336429,653.8999606,199.4427414,36.25504234,258.2679263,,210.4014967,1106.508441,,,,61.90634578,8.081633603,390.083885,,1347.6,644,1297.8,,0.487,0.487,,1634,0.185,NA,210.4014967,NA,1106.508441,NA,653.8999606,NA,187.8043766,119.2101217,199.4427414,258.2679263,61.90634578,8.081633603
459-12-11,Gabbro,IM,Spot,Mao et al. 2016,1.346145151,0.828611911,189.3770795,686.0360651,123.2953525,191.1257627,668.0053231,203.0697422,33.32189481,256.4325038,,217.9565826,1136.408528,,,,62.77833798,8.562121254,366.6538312,,1372.1,591.9,1288.6,,0.445,0.445,,1667,0.168,NA,217.9565826,NA,1136.408528,NA,668.0053231,NA,189.3770795,123.2953525,203.0697422,256.4325038,62.77833798,8.562121254
459-12-12,Gabbro,IM,Spot,Mao et al. 2016,0.747727279,0.86432822,176.1927703,661.888226,115.5278627,178.6276632,655.1605761,194.872959,31.27496794,262.2532496,,211.6037437,1167.362761,,,,64.8810584,8.481698231,330.8756094,,1316.7,555.5,1317.9,,0.422,0.422,,1609,0.153,NA,211.6037437,NA,1167.362761,NA,655.1605761,NA,176.1927703,115.5278627,194.872959,262.2532496,64.8810584,8.481698231
459-12-13,Gabbro,IM,Spot,Mao et al. 2016,1.218700909,0.717550081,187.5155556,679.9494789,122.7845117,182.3912693,671.3862531,195.9625768,31.0629128,256.4062541,,210.4854609,1152.426444,,,,64.89283407,8.372104306,339.4206503,,1324.1,551.7,1288.5,,0.422,0.422,,1662,0.158,NA,210.4854609,NA,1152.426444,NA,671.3862531,NA,187.5155556,122.7845117,195.9625768,256.4062541,64.89283407,8.372104306
1270D-25-3,Gabbro,IM,Spot,Mao et al. 2016,6.216324101,2.386226702,973.9926094,1574.882472,145.214171,1393.891224,487.1426107,72.65887065,20.50537383,51.19162269,,31.22643828,141.7885217,,,,9.859379441,1.587096153,556.722461,,490.9,364.2,257.2,,0.974,1.025,,3181,9.831,6.47625447,31.22643828,2.014879056,141.7885217,6.199122099,487.1426107,15.4178259,973.9926094,145.214171,72.65887065,51.19162269,9.859379441,1.587096153
1270D-25-4,Gabbro,IM,Spot,Mao et al. 2016,6.505397257,4.408057769,893.142689,1432.815269,150.9394805,1370.952379,560.3075155,100.4462882,19.85238396,101.6401924,,57.90413359,307.5008154,,,,12.75080045,1.647772309,291.2569117,,678.7,352.6,510.8,,0.593,0.599,,3037,4.458,NA,57.90413359,NA,307.5008154,NA,560.3075155,NA,893.142689,150.9394805,100.4462882,101.6401924,12.75080045,1.647772309
1270D-7,Gabbro,IM,Spot,Mao et al. 2016,6.354671689,3.683012739,909.1995759,1476.307231,142.3036629,1058.180881,532.1251451,77.44322791,19.95804235,75.7629618,,40.65757195,192.2966111,,,,9.440973381,1.368758352,497.526162,,523.3,354.5,380.7,,0.784,0.794,,3060,5.503,7.288619387,40.65757195,2.187647111,192.2966111,6.832632663,532.1251451,16.85542981,909.1995759,142.3036629,77.44322791,75.7629618,9.440973381,1.368758352
1270D-8,Gabbro,IM,Spot,Mao et al. 2016,11.28532487,3.628651355,647.0806516,1743.662341,257.307698,259.3387973,1205.762503,297.655214,63.49178032,341.2379273,,270.6089175,1389.175316,,,,80.43317566,11.03795188,403.2157708,,2011.2,1127.7,1714.8,,0.605,0.607,,3854,0.187,NA,270.6089175,NA,1389.175316,NA,1205.762503,NA,647.0806516,257.307698,297.655214,341.2379273,80.43317566,11.03795188
1270D-9,Gabbro,IM,Spot,Mao et al. 2016,9.946197404,3.823902099,496.339568,1405.659135,210.1112107,237.9372375,1021.558091,255.250587,49.36896453,294.0626195,,245.3978308,1250.698476,,,,74.00790452,9.955568363,352.1731374,,1724.7,876.9,1477.7,,0.548,0.549,,3134,0.19,NA,245.3978308,NA,1250.698476,NA,1021.558091,NA,496.339568,210.1112107,255.250587,294.0626195,74.00790452,9.955568363
1270D-10,Gabbro,IM,Spot,Mao et al. 2016,7.728428639,3.922620443,946.2466627,1565.573089,143.8190735,1569.871591,514.1358399,80.15612506,19.50697903,70.36467448,,38.41998979,174.5472665,,,,10.90869875,1.51559885,393.9430046,,541.6,346.5,353.6,,0.774,0.792,,3170,8.994,7.314639214,38.41998979,2.248961623,174.5472665,6.9536676,514.1358399,17.24806981,946.2466627,143.8190735,80.15612506,70.36467448,10.90869875,1.51559885
1270D-11,Gabbro,IM,Spot,Mao et al. 2016,6.551019642,4.133034929,930.7383244,1619.23041,144.5447542,1418.697449,561.6216331,89.60671411,22.94658088,103.9099926,,59.96356612,317.8494347,,,,12.75638535,2.007710722,364.7362151,,605.5,407.6,522.2,,0.723,0.725,,3256,4.463,NA,59.96356612,NA,317.8494347,NA,561.6216331,NA,930.7383244,144.5447542,89.60671411,103.9099926,12.75638535,2.007710722
1270D-12,Gabbro,IM,Spot,Mao et al. 2016,6.47461374,3.351263654,831.188072,1411.898705,133.9522307,2564.757426,505.2478834,83.63506545,26.07210869,94.64542605,,50.93988394,272.2363355,,,,11.71206098,1.492207913,237.3039082,,565.1,463.1,475.6,,0.89,0.893,,2882,9.421,NA,50.93988394,NA,272.2363355,NA,505.2478834,NA,831.188072,133.9522307,83.63506545,94.64542605,11.71206098,1.492207913
1270D-13,Gabbro,IM,Spot,Mao et al. 2016,6.143934815,3.867260064,892.3102372,1433.325733,148.7996252,1618.488919,556.0651537,101.581446,23.00755029,106.8278326,,59.49813924,304.8148092,,,,12.1261468,1.615485763,401.4403204,,686.4,408.7,536.8,,0.668,0.673,,3031,5.31,NA,59.49813924,NA,304.8148092,NA,556.0651537,NA,892.3102372,148.7996252,101.581446,106.8278326,12.1261468,1.615485763
1275D-7,Gabbro,IM,Spot,Mao et al. 2016,1.299073447,0.545443177,258.732071,819.6322664,144.3169145,225.213764,770.8352033,227.3562125,34.33832886,279.2542731,,247.8303297,1348.991812,,,,76.66982639,10.09634667,593.8049287,,1536.2,609.9,1403.3,,0.415,0.415,,1994,0.167,NA,247.8303297,NA,1348.991812,NA,770.8352033,NA,258.732071,144.3169145,227.3562125,279.2542731,76.66982639,10.09634667
1275D-8,Gabbro,IM,Spot,Mao et al. 2016,1.190552163,0.600504295,243.5015799,776.3624002,141.1751406,231.7898668,730.8179997,212.0280294,36.5035386,270.6612636,,227.4083744,1318.193144,,,,74.48819233,9.370461667,588.0216655,,1432.6,648.4,1360.1,,0.464,0.464,,1892,0.176,NA,227.4083744,NA,1318.193144,NA,730.8179997,NA,243.5015799,141.1751406,212.0280294,270.6612636,74.48819233,9.370461667
1275D-9,Gabbro,IM,Spot,Mao et al. 2016,1.000390994,0.61540695,276.2477842,863.2793259,145.6135278,225.7050373,776.9170529,223.6846731,31.23471358,266.0900335,,246.4639727,1319.932153,,,,76.71894584,10.11650382,544.1161555,,1511.4,554.8,1337.1,,0.39,0.39,,2062,0.171,NA,246.4639727,NA,1319.932153,NA,776.9170529,NA,276.2477842,145.6135278,223.6846731,266.0900335,76.71894584,10.11650382
1275D-10,Gabbro,IM,Spot,Mao et al. 2016,1.1610504,0.560641131,253.9634289,828.7662857,137.4255478,219.2712309,694.8906708,208.9163635,28.75690742,254.098388,,215.3347516,1178.216641,,,,70.86567615,8.961679143,533.149143,,1411.6,510.8,1276.9,,0.38,0.38,,1915,0.186,NA,215.3347516,NA,1178.216641,NA,694.8906708,NA,253.9634289,137.4255478,208.9163635,254.098388,70.86567615,8.961679143
1275D-11,Gabbro,IM,Spot,Mao et al. 2016,1.539859294,0.704410672,311.4021262,961.2614895,162.2420843,217.2474937,824.6337114,231.2714661,32.33095782,289.9646566,,245.6847271,1317.819388,,,,73.4265675,9.805440815,547.3774761,,1562.6,574.3,1457.1,,0.38,0.381,,2260,0.165,NA,245.6847271,NA,1317.819388,NA,824.6337114,NA,311.4021262,162.2420843,231.2714661,289.9646566,73.4265675,9.805440815
1275D-12,Gabbro,IM,Spot,Mao et al. 2016,2.254419172,1.003002005,458.2957592,1374.078098,227.3090745,207.1471203,1150.506308,316.9037758,36.65105418,400.2839807,,350.4462979,1776.462751,,,,102.5450585,13.12199981,500.584548,,2141.2,651,2011.5,,0.314,0.314,,3210,0.117,NA,350.4462979,NA,1776.462751,NA,1150.506308,NA,458.2957592,227.3090745,316.9037758,400.2839807,102.5450585,13.12199981
894GZ1W-2a,Gabbro,IM,Spot,Mao et al. 2016,2.010821005,,285.9394926,872.7266469,130.0419294,115.1849333,729.6994341,211.6933811,15.83666971,254.3057244,,230.5131266,1234.448842,,,,67.3898803,8.263058008,386.0743233,,1430.4,281.3,1277.9,,0.208,0.208,,2018,0.093,NA,230.5131266,NA,1234.448842,NA,729.6994341,NA,285.9394926,130.0419294,211.6933811,254.3057244,67.3898803,8.263058008
894GZ1W-3a,Gabbro,IM,Spot,Mao et al. 2016,1.745330906,,269.9534639,776.3979682,113.9658009,139.6005639,642.8088357,182.6062527,15.19681114,234.9294918,,192.7004377,1022.991547,,,,51.47942254,6.815463501,409.8680815,,1233.8,269.9,1180.6,,0.224,0.224,,1803,0.136,NA,192.7004377,NA,1022.991547,NA,642.8088357,NA,269.9534639,113.9658009,182.6062527,234.9294918,51.47942254,6.815463501
894GZ1W-4a,Gabbro,IM,Spot,Mao et al. 2016,0.35,,271.92533,889.7321972,143.7803673,147.0625285,763.5858884,224.6825359,24.6717154,268.7732213,,239.2279729,1344.566597,,,,77.30706106,9.959576818,446.0896029,,1518.1,438.2,1350.6,,0.306,0.306,,2069,0.109,NA,239.2279729,NA,1344.566597,NA,763.5858884,NA,271.92533,143.7803673,224.6825359,268.7732213,77.30706106,9.959576818
894GZ1W-5a,Gabbro,IM,Spot,Mao et al. 2016,1.717760297,,219.4174607,683.1076182,113.9543644,163.4643439,614.5811562,184.5140999,22.78368181,230.0711839,,193.2554199,1064.844507,,,,58.37743215,8.000539425,459.5857027,,1246.7,404.7,1156.1,,0.337,0.337,,1631,0.154,NA,193.2554199,NA,1064.844507,NA,614.5811562,NA,219.4174607,113.9543644,184.5140999,230.0711839,58.37743215,8.000539425
894GZ1W-7a,Gabbro,IM,Spot,Mao et al. 2016,5.926421594,,371.5475137,907.2937226,129.528831,142.5965455,625.9857042,161.8808324,14.53810775,198.9258285,,165.5942494,852.7402571,,,,43.43191879,5.932931693,433.023873,,1093.8,258.2,999.6,,0.247,0.247,,2034,0.167,NA,165.5942494,NA,852.7402571,NA,625.9857042,NA,371.5475137,129.528831,161.8808324,198.9258285,43.43191879,5.932931693
NZ10-14-5,Gabbro,IM,Spot,Mao et al. 2016,0.870880329,0.452123098,224.0962235,862.3575093,153.8278076,204.76335,860.8121172,272.0900843,41.4010211,332.2495606,,308.5416939,1746.560951,,,,99.61358909,11.98127686,662.7748606,,1838.4,735.4,1669.6,,0.419,0.42,,2101,0.117,NA,308.5416939,NA,1746.560951,NA,860.8121172,NA,224.0962235,153.8278076,272.0900843,332.2495606,99.61358909,11.98127686
NZ10-14-7,Gabbro,IM,Spot,Mao et al. 2016,1.278134358,0.536280523,310.8900455,1047.184472,183.0735352,187.4720097,1042.197967,317.1665621,48.74492221,408.0400338,,375.7275486,2001.350695,,,,117.7038403,14.57463088,576.5314103,,2143,865.8,2050.5,,0.413,0.413,,2583,0.094,NA,375.7275486,NA,2001.350695,NA,1042.197967,NA,310.8900455,183.0735352,317.1665621,408.0400338,117.7038403,14.57463088
22-2R5-69-1,Gabbro,IM,Spot,Mao et al. 2016,0.787348148,0.540256212,202.945636,763.4759197,144.3633164,205.2466179,856.6358254,270.7632163,49.06457245,376.1575656,,321.4068142,1729.999976,,,,109.8943926,14.85849474,644.6883638,,1829.5,871.5,1890.2,,0.469,0.469,,1967,0.119,NA,321.4068142,NA,1729.999976,NA,856.6358254,NA,202.945636,144.3633164,270.7632163,376.1575656,109.8943926,14.85849474
22-2R5-69-2,Gabbro,IM,Spot,Mao et al. 2016,1.678404277,0.796280569,223.1432182,832.8218454,153.1808922,185.7473981,877.005489,281.7990505,46.59430602,354.8651972,,318.6620421,1738.082944,,,,108.2745923,14.68453123,637.3765091,,1904,827.6,1783.2,,0.449,0.449,,2086,0.107,NA,318.6620421,NA,1738.082944,NA,877.005489,NA,223.1432182,153.1808922,281.7990505,354.8651972,108.2745923,14.68453123
22-2R5-69-3,Gabbro,IM,Spot,Mao et al. 2016,1.879363326,1.443864442,262.2314702,967.2631718,175.8540027,180.9800862,985.1183149,322.9822348,49.59264392,415.179966,,381.7328258,1969.677095,,,,125.589128,15.5140512,576.0006506,,2182.3,880.9,2086.3,,0.413,0.413,,2390,0.092,NA,381.7328258,NA,1969.677095,NA,985.1183149,NA,262.2314702,175.8540027,322.9822348,415.179966,125.589128,15.5140512
22-2R5-69-4,Gabbro,IM,Spot,Mao et al. 2016,1.93666605,1.052475267,242.7592836,902.6104707,166.7695061,189.8888925,946.838136,308.6524103,49.71527985,409.0719514,,358.0123284,1967.627464,,,,117.7805178,16.19083103,598.85956,,2085.5,883,2055.6,,0.426,0.426,,2259,0.097,NA,358.0123284,NA,1967.627464,NA,946.838136,NA,242.7592836,166.7695061,308.6524103,409.0719514,117.7805178,16.19083103
22-2R5-69-5,Gabbro,IM,Spot,Mao et al. 2016,0.900430055,0.546352761,206.8136309,793.0280434,139.8816738,191.2314803,840.6748262,268.7638435,44.9455803,355.803256,,307.6919405,1652.236036,,,,104.6715462,13.84679193,625.1208151,,1816,798.3,1788,,0.443,0.443,,1980,0.116,NA,307.6919405,NA,1652.236036,NA,840.6748262,NA,206.8136309,139.8816738,268.7638435,355.803256,104.6715462,13.84679193
22-2R5-69-6,Gabbro,IM,Spot,Mao et al. 2016,2.242600921,1.690255873,254.5428862,999.1246196,179.0329346,226.9057601,1051.311939,328.5374093,51.84817402,430.6337358,,390.6380753,2025.461281,,,,132.2399567,17.3317223,573.7400915,,2219.8,920.9,2164,,0.42,0.42,,2484,0.112,NA,390.6380753,NA,2025.461281,NA,1051.311939,NA,254.5428862,179.0329346,328.5374093,430.6337358,132.2399567,17.3317223
87SMR69-1,Syenite-porphyry,ALK,Spot,Mao et al. 2016,114.7203109,7.326849605,4448.505225,8777.610786,788.7981369,6034.982129,2722.311482,359.2919885,64.17480914,263.5939201,,121.4469665,745.2905975,,,,44.20420668,5.679014389,402.4067525,,2427.6,1139.9,1324.6,,0.608,0.636,,16737,8.097,28.04804828,121.4469665,7.616578951,745.2905975,24.80708678,2722.311482,59.82110405,4448.505225,788.7981369,359.2919885,263.5939201,44.20420668,5.679014389
87SMR69-2,Syenite-porphyry,ALK,Spot,Mao et al. 2016,30.53080418,4.795970586,4013.6265,7080.599671,603.1460177,4534.883673,1980.54763,244.8585931,54.48612538,178.7423073,,87.96068636,571.0668507,,,,35.44444292,4.671797375,532.7151052,,1654.4,967.8,898.2,,0.758,0.794,,13678,7.941,20.62278898,87.96068636,5.808113778,571.0668507,18.63039025,1980.54763,45.2997387,4013.6265,603.1460177,244.8585931,178.7423073,35.44444292,4.671797375
87SMR69-3,Syenite-porphyry,ALK,Spot,Mao et al. 2016,156.66044,15.91116092,5479.082694,10755.59704,928.2762017,9322.776477,3091.857921,402.9914708,89.46497491,291.2949251,,136.8230469,830.9648632,,,,48.37504236,6.258823836,294.3598937,,2722.9,1589.1,1463.8,,0.759,0.796,,20255,11.219,31.27548788,136.8230469,8.432201908,830.9648632,27.54631315,3091.857921,66.31831699,5479.082694,928.2762017,402.9914708,291.2949251,48.37504236,6.258823836
87SMR69-4,Syenite-porphyry,ALK,Spot,Mao et al. 2016,123.7019817,10.55347941,4660.896107,8152.899948,745.3382183,6412.963469,2469.942653,320.8706261,59.34067788,233.3044389,,108.7002043,658.8116466,,,,39.63735695,5.106261449,366.0777415,,2168,1054,1172.4,,0.631,0.661,,16029,9.734,25.10728741,108.7002043,6.803294207,658.8116466,22.1782764,2469.942653,53.45563164,4660.896107,745.3382183,320.8706261,233.3044389,39.63735695,5.106261449
87SMR69-5,Syenite-porphyry,ALK,Spot,Mao et al. 2016,193.4203821,13.74575683,5781.145602,11054.23758,914.0279384,6859.186212,2999.114774,365.5398556,74.54551396,267.8794192,,125.4021761,821.9593122,,,,51.42528063,6.84783579,475.4222557,,2469.9,1324.1,1346.1,,0.694,0.726,,20749,8.345,30.35237289,125.4021761,8.438711824,821.9593122,27.2150887,2999.114774,65.97976783,5781.145602,914.0279384,365.5398556,267.8794192,51.42528063,6.84783579
87SMR69-6,Syenite-porphyry,ALK,Spot,Mao et al. 2016,90.35328579,8.698076495,5500.914775,10063.34177,835.8080519,4770.69958,2727.867638,341.2380157,73.28874128,255.7665243,,120.3551619,732.17377,,,,42.66669897,5.662152148,573.7232199,,2305.7,1301.8,1285.3,,0.725,0.756,,19128,6.516,27.57053967,120.3551619,7.509514117,732.17377,24.42752125,2727.867638,58.94614293,5500.914775,835.8080519,341.2380157,255.7665243,42.66669897,5.662152148
87SMR69-7,Syenite-porphyry,ALK,Spot,Mao et al. 2016,146.3920314,14.58346158,6555.87131,12551.58419,1046.313143,5293.772653,3398.890985,427.5893862,89.13662623,306.9219936,,143.3518517,922.4560164,,,,54.11989245,6.793283068,577.3771132,,2889.1,1583.2,1542.3,,0.715,0.75,,23553,5.739,33.38035969,143.3518517,8.957421668,922.4560164,29.31985391,3398.890985,70.51271257,6555.87131,1046.313143,427.5893862,306.9219936,54.11989245,6.793283068
87SMR69-8,Syenite-porphyry,ALK,Spot,Mao et al. 2016,42.91116628,5.983340353,4095.716375,6957.300885,629.1930223,5979.009596,2113.479997,262.3212387,57.50471543,190.7767046,,87.13790932,558.1725533,,,,32.97199247,4.331666181,439.6061076,,1772.4,1021.4,958.7,,0.748,0.784,,13796,10.712,20.75145727,87.13790932,5.59818112,558.1725533,18.28352585,2113.479997,44.02398373,4095.716375,629.1930223,262.3212387,190.7767046,32.97199247,4.331666181
87SMR69-9,Syenite-porphyry,ALK,Spot,Mao et al. 2016,130.8022816,12.91890553,5842.530974,11362.95815,945.3166718,5246.753074,3013.231539,359.2707727,76.1865756,263.417981,,127.6388283,805.0148697,,,,48.00346179,5.75405438,523.7491578,,2427.5,1353.2,1323.7,,0.721,0.755,,21164,6.518,28.78799274,127.6388283,7.682927744,805.0148697,25.20581533,3013.231539,60.54337605,5842.530974,945.3166718,359.2707727,263.417981,48.00346179,5.75405438
87SMR69-10,Syenite-porphyry,ALK,Spot,Mao et al. 2016,154.3788663,17.24346701,6007.975883,10892.2119,902.7841366,8911.689551,2973.341933,365.5182133,80.22035414,267.8139593,,124.6159225,795.1748456,,,,47.34277926,5.816683055,292.3207141,,2469.7,1424.9,1345.8,,0.747,0.782,,20776,11.207,28.85126769,124.6159225,7.714440947,795.1748456,25.2890974,2973.341933,60.76960146,6007.975883,902.7841366,365.5182133,267.8139593,47.34277926,5.816683055
87SMR69-11,Syenite-porphyry,ALK,Spot,Mao et al. 2016,67.05737143,9.243515638,4079.94775,7929.593385,685.2655875,8002.491928,2247.199593,282.151061,72.2274698,214.2008898,,103.5446006,780.3978423,,,,52.444947,7.188729783,302.3891897,,1906.4,1282.9,1076.4,,0.86,0.896,,14942,10.254,26.18501742,103.5446006,7.975080148,780.3978423,24.75635606,2247.199593,61.27461735,4079.94775,685.2655875,282.151061,214.2008898,52.444947,7.188729783
87SMR69-12,Syenite-porphyry,ALK,Spot,Mao et al. 2016,66.36573996,7.980134697,4907.963495,8557.053459,755.791892,5511.932646,2496.265079,314.9293351,68.59967043,227.5252369,,103.132017,672.0102042,,,,39.56823164,5.592799399,515.9765557,,2127.9,1218.5,1143.3,,0.745,0.781,,16717,8.202,25.29186371,103.132017,6.965781544,672.0102042,22.55371116,2496.265079,54.56186224,4907.963495,755.791892,314.9293351,227.5252369,39.56823164,5.592799399
87SMR69-13,Syenite-porphyry,ALK,Spot,Mao et al. 2016,139.1839672,12.94484686,5986.612889,11307.1487,929.9470759,5621.998262,2984.262492,370.0183889,77.52432682,267.0361005,,128.3381263,827.9288289,,,,48.53744395,6.094750066,486.994871,,2500.1,1377,1341.9,,0.717,0.752,,21208,6.79,29.51099795,128.3381263,7.989416949,827.9288289,26.05470815,2984.262492,62.78612946,5986.612889,929.9470759,370.0183889,267.0361005,48.53744395,6.094750066
87SMR69-15,Syenite-porphyry,ALK,Spot,Mao et al. 2016,146.2992822,13.5701456,6266.100325,12099.34236,1027.022911,5171.733682,3334.434456,428.0553194,83.84404881,303.5928581,,142.9534728,907.2925892,,,,50.54147718,6.482339235,384.5092512,,2892.3,1489.2,1525.6,,0.674,0.709,,22727,5.7,32.76791046,142.9534728,8.72945981,907.2925892,28.66068935,3334.434456,68.81389147,6266.100325,1027.022911,428.0553194,303.5928581,50.54147718,6.482339235
87SMR69-16,Syenite-porphyry,ALK,Spot,Mao et al. 2016,158.1380604,12.06534788,5714.217433,10416.72467,891.5226374,6049.824369,2978.696039,376.8430221,72.87917323,271.3661964,,126.2331151,790.6484353,,,,44.82024492,5.870459463,277.5775386,,2546.2,1294.5,1363.6,,0.662,0.695,,20001,7.652,29.24447623,126.2331151,7.819981004,790.6484353,25.63452258,2978.696039,61.60037487,5714.217433,891.5226374,376.8430221,271.3661964,44.82024492,5.870459463
87SMR69-17,Syenite-porphyry,ALK,Spot,Mao et al. 2016,163.5695609,13.88590412,6370.563222,12115.77583,999.3669372,5340.11016,3194.933839,415.5537618,83.13119183,292.1706504,,137.2336274,872.4830223,,,,49.30784771,6.153447223,506.4592652,,2807.8,1476.6,1468.2,,0.691,0.727,,22681,6.121,31.41820402,137.2336274,8.3409238,872.4830223,27.42483218,3194.933839,65.7947881,6370.563222,999.3669372,415.5537618,292.1706504,49.30784771,6.153447223
